id,NameEn,NameKr,GenKr,GenName
1996,Ranigen D Tablet,라니젠디정,라니티딘염산염,ranitidine
1997,Ranicos Tablet Milligram,라니코스정밀리그램,라니티딘염산염,ranitidine
1998,Ranikim Tablet,라니킴정,라니티딘염산염,ranitidine
1999,Raniking Tablet,라니킹정,라니티딘염산염,ranitidine
2000,Ranitac Injection,라니탁주,라니티딘염산염,ranitidine
2001,Ranitdi Tab.,라니트디정,비스무트시트르산염칼륨,bismuth citrate
2002,Ranitiran Gold Tab.,라니티란골드정,라니티딘염산염,ranitidine
2003,Ranitiem Tab.,라니티엠정,라니티딘염산염,ranitidine
2004,Ranition Tab. Milligram,라니티온정밀리그램,라니티딘염산염,ranitidine
2005,Radova Tab. Milligram,라도바정밀리그램,아토르바스타틴칼슘수화물,atorvastatin calcium hydrate
2006,Radova Tab.,라도바정,아토르바스타틴칼슘삼수화물,atorvastatin calcium trihydrate
2007,Radojet Tab. Milligram,라도젯정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin calcium trihydrate
2008,Radoxim Tab.,라독심정,세프포독심프록세틸,cefpodoxime proxetil
2009,Radubedin Tab.,라두배딘정,라니티딘염산염,ranitidine
2010,Raduet Tab. Milligram,라듀엣정밀리그램,아토르바스타틴칼슘,atorvastatin calcium
2011,Raditan Tab.,라디탄정,라니티딘염산염,ranitidine
2012,RadinQ Tab. Milligram,라딘큐정밀리그램,라니티딘염산염,ranitidine
2013,Lalave Tab. Milligram,라라베정밀리그램,라베프라졸나트륨,rabeprazole
2014,Lavis Tab.,라비스정,라니티딘염산염,ranitidine
2015,Lalaka Cap. Milligram,라라카캡슐밀리그램,프레가발린,pregabalin
2016,Larove Tab. Milligram,라로베정밀리그램,라록시펜염산염,raloxifene
2017,Larobon Plus Tab.,라로본플러스정,라록시펜염산염,raloxifene
2018,Larofen Tab.,라로펜정,라록시펜염산염,raloxifene
2019,Raloxupen Tab.,라록수펜정,라록시펜염산염,raloxifene
2020,Raloxpen Tab. Milligram,라록스펜정밀리그램,라록시펜염산염,raloxifene
2021,Raloxibon Tab.,라록시본정,라록시펜염산염,raloxifene
2022,Raloxi Tab.,라록시정,라록시펜염산염,raloxifene
2023,Larican Cap. Milligram,라리칸캡슐밀리그램,프레가발린,pregabalin
2024,Ramado ER Tab.,라마도서방정,트라마돌염산염,tramadol
2025,Rameril Tab.,라메릴정,라미프릴,ramipril
2026,Lamea ODF,라메아구강붕해필름,라모세트론염산염,ramosetron
2027,Lamezol Cap. Milligram,라메졸캡슐밀리그램,오메프라졸,omeprazole
2028,Ramonnan Tab.,라모난정,테르비나핀염산염,terbinafine
2029,Ramovi Inj. Milligram,라모비주밀리그램,라모세트론염산염,ramosetron
2030,Ramoset Pre-filled Inj.,라모셋프리필드주,라모세트론염산염,ramosetron
2031,Ramowon Inj. Milligram,라모원주밀리그램,라모트리진,lamotrigine
2032,Ramosillin Tab.,라모실린정,아목시실린수화물,amoxicillin hydrate
2033,Ramoz ODF,라모즈구강용해필름,라모세트론염산염,ramosetron
2034,Ramocan Pre-filled Inj.,라모칸프리필드주,라모세트론염산염,ramosetron
2035,Yukra Tab. Amoxicillin Clavulanate Potassium,유크라정아목시실린클라불란산칼륨,아목시실린수화물,amoxicillin hydrate
2036,Ramoclin Tab.,라모크린정,아목시실린수화물,amoxicillin hydrate
2037,Lamigard Tab.,라미가드정,테르비나핀염산염,terbinafine
2038,Laminaji Liquid,라미나지액,알긴산나트륨,sodium alginate
2039,Lamictal Chewable Tab. Milligram,라믹탈츄어블정밀리그램,알긴산나트륨,sodium alginate
2040,Laminafin Tab.,라미나핀정,테르비나핀염산염,terbinafine
2041,Lamistar Tab.,라미스타정,레바미피드,rebamipide
2042,Lamisil Tab. Milligram,라미실정밀리그램,테르비나핀염산염,terbinafine
2043,Lamiart Tab. Milligram,라미아트정밀리그램,라모트리진,lamotrigine
2044,Lamitidine Tab. Milligram,라미티딘정밀리그램,라니티딘염산염,ranitidine
2045,Lamipexol Tab. Milligram,라미펙솔정밀리그램,프라미펙솔염산염일수화물,pramipexole monohydrate
2046,Lamiple Tab.,라미플정,라미프릴,ramipril
2047,Lamipi Tab. Milligram,라미피정밀리그램,레바미피드,rebamipide
2048,Lamipix Tab.,라미픽스정,라미부딘,lamivudine
2049,Lamipin Tab.,라미핀정,테르비나핀염산염,terbinafine
2050,Lamihyu Tab.,라미휴정,테르비나핀염산염,terbinafine
2051,Lamictal,라믹탈정밀리그램밀리그램밀리그램,라모트리진,lamotrigine
2052,Rabazol,라바졸정밀리그램,라베프라졸나트륨,rabeprazole
2053,Rabe,라베정밀리그램,라베프라졸나트륨,rabeprazole
2054,Rabegron SR,라베그론서방정밀리그램,미라베그론,mirabegron
2055,Rabe Duet,라베듀엣정밀리그램,탄산수소나트륨,sodium bicarbonate
2056,Rabedon,라베드온정,라베프라졸나트륨,rabeprazole
2057,Rabed,라베드정,라베프라졸나트륨,rabeprazole
2058,Rabed,라베드정밀리그램,라베프라졸나트륨,rabeprazole
2059,Rabera M,라베라엠정밀리그램,라베프라졸나트륨,rabeprazole
2060,Rabera,라베라정,라베프라졸나트륨,rabeprazole
2061,Raberaz,라베라즈정,라베프라졸나트륨,rabeprazole
2062,Raberaton,라베라톤정밀리그램,라베프라졸나트륨,rabeprazole
2063,Raberose,라베로즈정밀리그램,라베프라졸나트륨,rabeprazole
2064,Raber,라베르정밀리그램,라베프라졸나트륨,rabeprazole
2065,Raberiton,라베리튼정,라베프라졸나트륨,rabeprazole
2066,Rabemax,라베맥스정밀리그램,라베프라졸나트륨,rabeprazole
2067,Rabemore,라베모어정밀리그램,탄산수소나트륨,sodium bicarbonate
2068,Rabemini,라베미니정,라베프라졸나트륨,rabeprazole
2069,Rabemin,라베민정,라베프라졸나트륨,rabeprazole
2070,Rabevica,라베비카정밀리그램,라베프라졸나트륨,rabeprazole
2071,Rabiwon,라비원정,라베프라졸나트륨,rabeprazole
2072,Rabestin,라베스틴정밀리그램,라베프라졸나트륨,rabeprazole
2073,Rabestin,라베스틴정,라베프라졸나트륨,rabeprazole
2074,Rabe M,라베엠정,라베프라졸나트륨,rabeprazole
2075,Rabeol Duo,라베올듀오정밀리그램,탄산수소나트륨,sodium bicarbonate
2076,Rabeol,라베올정밀리그램,라베프라졸나트륨,rabeprazole
2077,Rabeum Duo,라베움듀오정밀리그램,라베프라졸나트륨,rabeprazole
2078,Rabezen,라베젠정밀리그램,라베프라졸나트륨,rabeprazole
2079,Rabezol,라베졸정,라베프라졸나트륨,rabeprazole
2080,Rabecan Duo,라베칸듀오정밀리그램,라베프라졸나트륨,rabeprazole
2081,Rabe Combi,라베콤비정,라베프라졸나트륨,rabeprazole
2082,Rabetan,라베탄정밀리그램,라베프라졸나트륨,rabeprazole
2083,Rabetal,라베탈주,라베탈롤염산염,labetalol
2084,Rabetop,라베탑정,라베프라졸나트륨,rabeprazole
2085,Rabeton,라베톤정,라베프라졸나트륨,rabeprazole
2086,Rabetra,라베트라정,라베프라졸나트륨,rabeprazole
2087,Rabepazol,라베파졸정밀리그램,라베프라졸나트륨,rabeprazole
2088,Rabepon,라베폰정밀리그램,라베프라졸나트륨,rabeprazole
2089,Rabepradid,라베프라디드정밀리그램,라베프라졸나트륨,rabeprazole
2090,Rabepro,라베프로정밀리그램,라베프라졸나트륨,rabeprazole
2091,Rabeprol,라베프롤정밀리그램,라베프라졸나트륨,rabeprazole
2092,Rabeprin,라베프린정밀리그램,라베프라졸나트륨,rabeprazole
2093,Rabep Top,라베프탑정밀리그램,라베프라졸나트륨,rabeprazole
2094,Rabeplus,라베플러스정밀리그램,라베프라졸나트륨,rabeprazole
2095,Rabepia,라베피아정밀리그램,라베프라졸나트륨,rabeprazole
2096,Rabepin,라베핀정밀리그램,라베프라졸나트륨,rabeprazole
2097,Rabehalf,라베하프정,라베프라졸나트륨,rabeprazole
2098,Rabehu,라베휴정,라베프라졸나트륨,rabeprazole
2099,Rabenda,라벤다정밀리그램,라베프라졸나트륨,rabeprazole
2100,Rabenda Cream,라벤다크림,베타메타손디프로피오네이트,betamethasone dipropionate
2101,Rabentide Tab.,라벤티드정,라베프라졸나트륨,rabeprazole
2102,Rabella Tab.,라벨라정,라베프라졸나트륨,rabeprazole
2103,Rabelia Cream,라벨리아크림,모메타손푸로에이트,mometasone
2104,Raboni Tab.,라보니정밀리그램,라록시펜염산염,raloxifene
2105,Raborid Tab.,라보리드정,레보설피리드,levosulpiride
2106,Rabopen Tab.,라보펜정,잘토프로펜,zaltoprofen
2107,Rabondi Cap.,라본디캡슐,라록시펜염산염,raloxifene
2108,Rablone SR Tab.,라블론서방정밀리그램,미라베그론,mirabegron
2109,Rabiron Tab.,라비론정,티볼론,tibolone
2110,Rabisu-D Tab.,라비수디정,비스무트시트르산염칼륨,bismuth subcitrate
2111,Rabisu Tab.,라비수정,라니티딘염산염,ranitidine
2112,Rabis-D Tab.,라비스디정,비스무트시트르산염칼륨,bismuth subcitrate
2113,Rabiscan Tab.,라비스칸정,라니티딘염산염,ranitidine
2114,RabisQ-D Tab.,라비스큐디정,비스무트시트르산염칼륨,bismuth subcitrate
2115,RabisQ-er Tab.,라비스큐어정,라니티딘염산염,ranitidine
2116,Rabisitin Tab.,라비시틴정밀리그램,라모트리진,lamotrigine
2117,Rabiet Duo Tab.,라비에트듀오정밀리그램,탄산수소나트륨,sodium bicarbonate
2118,Rabiet Tab.,라비에트정밀리그램,라베프라졸나트륨,rabeprazole
2119,Rabit-D Tab.,라비트디정,수크랄페이트수화물,sucralfate
2120,Rabitra Tab.,라비트라정,라니티딘염산염,ranitidine
2121,Rabit-A Tab.,라비트에이정,라니티딘염산염,ranitidine
2122,Rabipa Tab.,라비파정밀리그램,라베프라졸나트륨,rabeprazole
2123,Rasagaline Tab.,라사갈린정밀리그램,라사길린메실산염,rasagiline
2124,Rasagil Tab.,라사길정밀리그램,라사길린메실산염,rasagiline
2125,Rasalect Tab.,라사렉트정,라사길린메실산염,rasagiline
2126,Rasarotine Tab.,라사로틴정밀리그램,라코사미드,lacosamide
2127,Rasar Tab.,라사르정밀리그램,라시디핀,lacidipine
2128,Rasarin Tab.,라사린정밀리그램,라사길린메실산염,rasagiline
2129,Rasamin Tab.,라사민정,라사길린메실산염,rasagiline
2130,Rasamin Tab.,라사민정밀리그램,라사길린메실산염,rasagiline
2131,Rasawon Tab.,라사원정밀리그램,라사길린메실산염,rasagiline
2132,Rasagilt Tab.,라사질트정밀리그램,라사길린메실산염,rasagiline
2133,Rasapin Tab.,라사핀정밀리그램,라사길린메실산염,rasagiline
2134,Racetam Tab.,라세탐정,피라세탐,piracetam
2135,Racetin MD Tab.,라세틴엠디정,비스무트시트르산염칼륨,bismuth subcitrate
2136,Racetin M Tab.,라세틴엠정,라니티딘염산염,ranitidine
2137,Rashut Tab.,라슈트정,라니티딘염산염,ranitidine
2138,Rasbi-D Tab.,라스비디정,라니티딘염산염,ranitidine
2139,Rasbi Tab.,라스비정,라니티딘염산염,ranitidine
2140,Rasol Cap.,라스졸캡슐밀리그램,란소프라졸과립,lansoprazole
2141,Rastet-S Cap.,라스텟트에스캅셀,에토포시드,etoposide
2142,Rastet-S Cap.,라스텟트에스캡슐밀리그램,에토포시드,etoposide
2143,Rastet Cap.,라스텟트캅셀,에토포시드,etoposide
2144,Rasto Tab.,라스토정밀리그램,라푸티딘,lafutidine
2145,Rastin Tab.,라스틴정,라푸티딘,lafutidine
2146,Racidin Tab.,라시딘정,라니티딘염산염,ranitidine
2147,Racilect Tab.,라시렉트정밀리그램,라사길린메실산염,rasagiline
2148,Racipen Tab.,라시펜정밀리그램,라록시펜염산염,raloxifene
2149,Lasix Tab.,라식스정,푸로세미드,furosemide
2150,Lasix Inj.,라식스주사,푸로세미드,furosemide
2151,Raugan,라우간정,아모설랄롤염산염,amosulalol
2152,Laennec,라이넥주,자하거가수분해물,human placental hydrolysate
2153,Lyrinel OROS,라이리넬오로스서방정밀리그램,옥시부티닌염산염,oxybutynin
2154,Liveron,라이베론서방정밀리그램,미라베그론,mirabegron
2155,Rice,라이스정,집먼지진드기정제추출물,house dust mite purified extract
2156,Lite Glimepo,라이트글리메포정,글리메피리드,glimepiride
2157,Lite Nafamostat,라이트나파모스타트주,나파모스타트메실산염,nafamostat mesilate
2158,Lite Savan,라이트사반정밀리그램,도베실산칼슘수화물,calcium dobesilate hydrate
2159,Lite Reba,라이트레바정,레바미피드,rebamipide
2160,Lite Levo,라이트레보점안액,레보플록사신수화물,levofloxacin hydrate
2161,Lite Levofloxacin,라이트레보플록사신정,레보플록사신수화물,levofloxacin hydrate
2162,Bixgrel,빅스그렐정,록소프로펜나트륨수화물,loxoprofen hydrate
2163,Lite Meropenem,라이트메로페넴주밀리그램,메로페넴수화물,meropenem hydrate
2164,Lite Mosa,라이트모사정,모사프리드시트르산염수화물,mosapride citrate hydrate
2165,Lite Montelukast,라이트몬테루카스트츄정,몬테루카스트나트륨,montelukast
2166,Lite Brom,라이트브롬점안액,브롬페낙나트륨수화물,bromfenac hydrate
2167,Lite Cefa,라이트세파캡슐,세파클러수화물,cefaclor hydrate
2168,Lite Set,라이트셋서방정,아세트아미노펜,paracetamol
2169,Lite Set Semi,라이트셋세미서방정,아세트아미노펜,paracetamol
2170,Lite Solifenacin,라이트솔리페나신정밀리그램,솔리페나신숙신산염,solifenacin succinate
2171,Lite Slim,라이트슬림정밀리그램,오르리스타트,orlistat
2172,Lite Sidamet,라이트시다메트정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
2173,Lite Cimetidine,라이트시메티딘정,시메티딘,cimetidine
2174,Lite Atenolol,라이트아테놀롤정밀리그램,아테놀롤,atenolol
2175,Lite Alendron,라이트알렌드론정,알렌드론산나트륨수화물,alendronate hydrate
2176,Lite Altioct Acid,라이트알티옥트산정밀리그램,알티옥트산트로메타민염,thioctic acid tromethamine
2177,Lite Amlo,라이트암로정밀리그램,에스암로디핀베실산염이수화물,s-amlodipine besilate dihydrate
2178,Lite Ezetimibe,라이트에제티미브정,에제티미브,ezetimibe
2179,Lite Entecavir,라이트엔테카비르정밀리그램,엔테카비르,entecavir
2180,Myungin Disgren,명인디스그렌캡슐,오셀타미비르인산염,oseltamivir phosphate
2181,Lite Olon,라이트올론점안액,올로파타딘염산염,olopatadine
2182,Lite Irsogladin,라이트이르소글라딘정밀리그램,이르소글라딘말레산염,irsogladine maleate
2183,Lite Zaltoprofen,라이트잘토프로펜정밀리그램,잘토프로펜,zaltoprofen
2184,Lite Teno,라이트테노정밀리그램,테노포비르디소프록실푸마르산염,tenofovir disoproxil fumarate
2185,Lite Terbinafine,라이트테르비나핀정밀리그램,테르비나핀염산염,terbinafine
2186,Lite Porin,라이트포린점안액,사이클로스포린,ciclosporin
2187,Lite Pregabalin,라이트프레가발린캡슐,프레가발린,pregabalin
2188,Liposil,라이포실캡슐,이트라코나졸제피과립,itraconazole coated granules
2189,Razilen,라질렌정,라사길린메실산염,rasagiline mesilate
2190,Razilen,라질렌정밀리그램,라사길린메실산염,rasagiline mesilate
2191,Raco,라코정밀리그램,피마사르탄칼륨삼수화물,fimasartan trihydrate
2192,Racopat,라코팻정밀리그램,라코사미드,lacosamide
2193,Racunin,라큐닌정,라니티딘염산염,ranitidine
2194,Racua,라큐아점안액,히알루론산나트륨,sodium hyaluronate
2195,Lataro,라타로점안액,라타노프로스트,latanoprost
2196,Latasta,라타스타점안액,라타노프로스트,latanoprost
2197,Lataain,라타아인점안액,라타노프로스트,latanoprost
2198,Ratoga,라토가정밀리그램,라푸티딘,lafutidine
2199,Ratodin,라토딘정밀리그램,라푸티딘,lafutidine
2200,Ratova,라토바정,아토르바스타틴칼슘삼수화물,atorvastatin calcium trihydrate
2201,Latova Tab,라토바정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin
2202,Latopu Tab,라토푸정,라푸티딘,lafutidine
2203,Laton SR Tab,라톤서방정밀리그램,멜라토닌,melatonin
2204,Latudin Tab,라투딘정밀리그램,라니티딘염산염,ranitidine
2205,Latrol Inj,라트롤주,트라마돌염산염,tramadol
